id,date,label,text
1147955463201480704,2019-07-08 03:48,immigration,"....United States Citizens first. Border Patrol, and others in Law Enforcement, have been doing a great job. We said there was a Crisis - the Fake News & the Dems said it was “manufactured.” Now all agree we were right, but they always knew that. They are crowded (which we....."
1083705208834834433,2019-01-11 20:40,immigration,"H1-B holders in the United States can rest assured that changes are soon coming which will bring both simplicity and certainty to your stay, including a potential path to citizenship. We want to encourage talented and highly skilled people to pursue career options in the U.S."
1110655481108971522,2019-03-27 05:31,immigration,"Thank you to the House Republicans for sticking together and the BIG WIN today on the Border. Today’s vote simply reaffirms Congressional Democrats are the party of Open Borders, Drugs and Crime!"
1090950891207823362,2019-01-31 20:32,immigration,"With Murders up 33% in Mexico, a record, why wouldn’t any sane person want to build a Wall! Construction has started and will not stop until it is finished. @LouDobbs @foxandfriends"
1112689440303009794,2019-04-01 20:13,immigration,"Democrats, working with Republicans in Congress, can fix the Asylum and other loopholes quickly. We have a major National Emergency at our Border. GET IT DONE NOW!"
1142767618086133761,2019-06-23 20:13,immigration,"I want to give the Democrats every last chance to quickly negotiate simple changes to Asylum and Loopholes. This will fix the Southern Border, together with the help that Mexico is now giving us. Probably won’t happen, but worth a try. Two weeks and big Deportation begins!"
1144029089465958401,2019-06-26 18:46,other,"Ever since the passage of the Super Predator Crime Bill, pushed hard by @ JoeBiden, together with Bill and Crooked Hillary Clinton, which inflicted great pain on many, but especially the African American Community, Democrats have tried and failed to pass Criminal Justice Reform..."
1182709748619198464,2019-10-12 01:29,other,"We love you @MinneapolisPD, THANK YOU! #LESM https://t.co/fkOL8dCNP2"
1163423230398476288,2019-08-19 20:11,other,"....got fired. Wrote a very nice book about me just recently. Now the book is a lie? Said his wife was driving him crazy, “something big” was happening with her. Getting divorced. He was a mental wreck. We didn’t want him around. Now Fake News puts him on like he was my buddy!"
1097488256848007173,2019-02-18 21:29,other,“This was an illegal coup attempt on the President of the United States.” Dan Bongino on @foxandfriends  True!
1136402984923852801,2019-06-06 06:42,other,"....talks with Mexico will resume tomorrow with the understanding that, if no agreement is reached, Tariffs at the 5% level will begin on Monday, with monthly increases as per schedule. The higher the Tariffs go, the higher the number of companies that will move back to the USA!"
1158706058724040704,2019-08-06 19:47,other,"....in 2020.” Lou Dobbs stated that this is a fraud on the American public. @peterschweizer stated with certainty that they suppressed negative stories on Hillary Clinton, and boosted negative stories on Donald Ttump. All very illegal. We are watching Google very closely!"
1187819045690773504,2019-10-26 03:51,other,"It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the 20/20 Bipartisan Justice Center in South Carolina, and my true honor to receive the Bipartisan Justice Award, thank you! https://t.co/uF9IWnI1pH"
1131215959107231745,2019-05-22 23:11,other,"..BETWEEN RUSSIA AND THE TRUMP CAMPAIGN. Mr. McGahn can be forgiven for declining the honor of appearing in Mr. Nadler’s pseudo-impeachment drama.”   Wall Street Journal Editorial Board Today - May 21, 2019"
1189614076743376897,2019-10-31 02:44,other,"Early voting in Louisiana for a man who will be a Great Governor, @EddieRispone, on Saturday, November 2nd. He will get your Auto Insurance and Taxes way down. He will protect your Military, Vets, Second Amendment and Energy...."
1149279676587630593,2019-07-11 19:30,other,"....The Fake News is not as important, or as powerful, as Social Media. They have lost tremendous credibility since that day in November, 2016, that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six......"
1187222295556874241,2019-10-24 12:20,immigration,"(Kiddingly) We’re building a Wall in Colorado”(then stated, “we’re not building a Wall in Kansas but they get the benefit of the Wall we’re building on the Border”) refered to people in the very packed auditorium, from Colorado & Kansas, getting the benefit of the Border Wall!"
1183693719914106880,2019-10-14 18:39,other,"....Democrat’s game was foiled when we caught Schiff fraudulently making up my Ukraine conversation, when I released the exact conversation Transcript, and when Ukrainian President and the Foreign Minister said there was NO PRESSURE, very normal talk! A total Impeachment Scam!"
1147955464472338434,2019-07-08 03:48,immigration,"....brought up, not them) because the Dems won’t change the Loopholes and Asylum. Big Media Con Job!"
1208471806815997953,2019-12-22 03:38,other,"Last night I was so proud to have signed the largest Defense Bill ever. The very vital Space Force was created. New planes, ships, missiles, rockets and equipment of every kind, and all made right here in the USA. Additionally, we got Border Wall (being built) funding. Nice!"
1186985455058898945,2019-10-23 20:39,other,Big success on the Turkey/Syria Border. Safe Zone created! Ceasefire has held and combat missions have ended. Kurds are safe and have worked very nicely with us. Captured ISIS prisoners secured. I will be making a statement at 11:00 A.M. from the White House. Thank you!
1083759500618805254,2019-01-12 00:16,immigration,"...The Steel Barrier, or Wall, should have been built by previous administrations long ago. They never got it done - I will. Without it, our Country cannot be safe. Criminals, Gangs, Human Traffickers, Drugs & so much other big trouble can easily pour in. It can be stopped cold!"
1177262335771021312,2019-09-27 00:43,other,"A whistleblower with second hand information? Another Fake News Story! See what was said on the very nice, no pressure, call. Another Witch Hunt!"
1134469934816346113,2019-05-31 22:41,immigration,"90% of the Drugs coming into the United States come through Mexico & our Southern Border. 80,000 people died last year, 1,000,000 people ruined. This has gone on for many years & nothing has been done about it. We have a 100 Billion Dollar Trade Deficit with Mexico. It’s time!"
1153667150458081282,2019-07-23 22:04,immigration,"When an old Wall at the Southern Border, that is crumbling and falling over, built in an important section to keep out problems, is replaced with a brand new 30 foot high steel and concrete Wall, the Media says no new Wall has been built. Fake News! Building lots of Wall!"
1127714988313980928,2019-05-13 07:19,immigration,The “Constitutional Crisis” is the Democrats refusing to work. Let them start by fixing the mess that their Immigration Laws have caused at the Southern Border.
1174499065335144448,2019-09-19 09:42,other,"All Polls, and some brand new Polls, show very little support for impeachment. Such a waste of time, especially with sooo much good that could be done, including prescription drug price reduction, healthcare, infrastructure etc."
1164141252125843456,2019-08-21 19:44,immigration,"Brandon Judd, President, National Border Patrol Council. “This will effectively end Catch and Release and curb illegal entries.”"
1089519559126802432,2019-01-27 21:44,immigration,"We are not even into February and the cost of illegal immigration so far this year is $18,959,495,168. Cost Friday was $603,331,392. There are at least 25,772,342 illegal aliens, not the 11,000,000 that have been reported for years, in our Country. So ridiculous! DHS"
1181576256904744964,2019-10-08 22:25,other,"Thank you to Lt. Bob Kroll of the great Minneapolis Police Department for your kind words on @foxandfriends. The Police are fighting the Radical Left Mayor, and his ridiculous Uniform Ban. Actually, I LOVE the Cops for Trump shirts. Want to bring some home. I am with you 100%!!!!"
1183823969197146115,2019-10-14 14:16,other,"Some people want the United States to protect the 7,000 mile away Border of Syria, presided over by Bashar al-Assad, our enemy. At the same time, Syria and whoever they chose to help, wants naturally to protect the Kurds...."
1111653530316746752,2019-03-29 23:37,immigration,"....through their country and our Southern Border. Mexico has for many years made a fortune off of the U.S., far greater than Border Costs. If Mexico doesn’t immediately stop ALL illegal immigration coming into the United States throug our Southern Border, I will be CLOSING....."
1207857396913201154,2019-12-20 10:56,other,“This is political malpractice. This is a horrible judgement call on the part of the Speaker. You put your members in Trump friendly districts in a very difficult spot. It’s only going to extend it out further. This looks like the joke that it actually is.” Ben Domenech
1189614078534311936,2019-10-31 02:44,other,"....Your current Governor, John Bel Edwards, has done a poor job with economic development (last in nation) and auto insurance (highest in nation) wants to raise your taxes BIG - vote for Eddie starting Saturday!"
1150720283654938625,2019-07-15 18:54,other,"When will the Radical Left Congresswomen apologize to our Country, the people of Israel and even to the Office of the President, for the foul language they have used, and the terrible things they have said. So many people are angry at them & their horrible & disgusting actions!"
1149282146634403841,2019-07-11 19:39,other,"....months, the lowest since 1972.” The Wall Street Journal Editorial Board, A Tale of Two Economies. @IngrahamAngle"
1173806093635444736,2019-09-17 11:49,other,"If you want to stop the drug smugglers, human traffickers, and vicious MS-13 gang members from threatening our communities and poisoning our youth, you have only one choice — you must elect more REPUBLICANS! #KAG2020 https://t.co/L4neBV2SEo"
1114290701334802433,2019-04-06 06:16,immigration,Just checked out the new Wall on the Border - GREAT! Leaving now for L.A.
1169356703126773762,2019-09-04 16:08,other,1. Which country has the largest carbon emission reduction? AMERICA! 2. Who has dumped the most carbon into the air? CHINA! 3. 91% of the world’s population are exposed to air pollution above the World Health Organization’s suggested level. NONE ARE IN THE U.S.A.!
1207046521440686080,2019-12-17 15:14,other,Congresswoman Kay @ GrangerCampaign has worked hard for Texas and been a strong supporter of our # MAGA Agenda. She’s strong on # 2A and Securing our Border and is 100% pro-life. Kay has my Complete and Total Endorsement!
1088058726794387456,2019-01-23 20:59,immigration,BUILD A WALL & CRIME WILL FALL!
1140119581983481856,2019-06-16 12:51,immigration,"....More and more states want to do this but their governors and leaders don’t have the courage to do so. The politics will soon mandate, however, because people from California, & all over the land, are demanding that Sanctuary Cities be GONE. No illegals, Drugs or Trafficking!"
1116911640568573952,2019-04-13 11:51,immigration,"In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants. No wonder so many people are leaving N.Y. Very Sad!"
1187714024378646531,2019-10-25 20:54,other,"“Donald J. Trump is an absolutely historic President already, in less than 3 years in office. His record is there for everyone to look at & to examine and compare. This is an illegitimate effort to overthrow a President, not a formal Impeachment inquiry.” @LouDobbs  Thank you Lou"
1178477539653771264,2019-09-30 09:11,other,"....If the Democrats are successful in removing the President from office (which they will never be), it will cause a Civil War like fracture in this Nation from which our Country will never heal.” Pastor Robert Jeffress, @FoxNews"
1087496320712093697,2019-01-22 07:45,immigration,"Democrats are kidding themselves (they don’t really believe it!) if they say you can stop Crime, Drugs, Human Trafficking and Caravans without a Wall or Steel Barrier. Stop playing games and give America the Security it deserves. A Humanitarian Crisis!"
1149317468730662912,2019-07-11 09:00,other,"Now the Democrats have asked to see 12 more people who have already spent hours with Robert Mueller, and spent a fortune on lawyers in so doing. How many bites at the apple do they get before working on Border Loopholes and Asylum. They also want to interview the highly......"
1114156288555016193,2019-04-05 21:22,immigration,Heading to the Southern Border to show a section of the new Wall being built! Leaving now!
1149658628552445954,2019-07-12 20:35,other,"@SebGorka Wins Big, No Contest!"
1080677601046347777,2019-01-03 12:09,immigration,"Sadly, there can be no REAL Border Security without the Wall!"
1188048257177587712,2019-10-26 19:02,other,"....They exonerated him completely of being an agent of Russia (Recently Crooked Hillary charged Tulsi Gabbard & Jill Stein with the same thing-SICK), and yet Mr. Comey still runs to the White House on February 14 and conjures up the Obstruction of Justice narrative against....."
1116167275948597249,2019-04-11 10:33,immigration,I think what the Democrats are doing with the Border is TREASONOUS. Their Open Border mindset is putting our Country at risk. Will not let this happen!
1179411261337067520,2019-10-02 23:02,immigration,"Now the press is trying to sell the fact that I wanted a Moat stuffed with alligators and snakes, with an electrified fence and sharp spikes on top, at our Southern Border. I may be tough on Border Security, but not that tough. The press has gone Crazy. Fake News!"
1117208514202669056,2019-04-14 07:30,immigration,"The New York Times Sanctuary Cities/Immigration story today was knowingly wrong on almost every fact. They never call to check for truth. Their sources often don’t even exist, a fraud. They will lie & cheat anyway possible to make me look bad. In 6 years they will be gone........"
1140357430095810560,2019-06-17 04:36,other,"......If Republicans ever did that to the Democrats, there would be all hell to pay. It would be a scandal like no other!"
1108479818000224256,2019-03-21 05:25,other,ISIS Caliphate two years ago in red vs. ISIS Caliphate TODAY. (Was even worse in November 2016 before I took office). https://t.co/MUgfex4rCj
1155801677485789184,2019-07-29 19:26,other,"Al Sharpton would always ask me to go to his events. He would say, “it’s a personal favor to me.” Seldom, but sometimes, I would go. It was fine. He came to my office in T.T. during the presidential campaign to apologize for the way he was talking about me. Just a conman at work!"
1116742282286440448,2019-04-13 00:38,immigration,"....The Radical Left always seems to have an Open Borders, Open Arms policy – so this should make them very happy!"
1082032550112047104,2019-01-07 05:53,immigration,"V.P. Mike Pence and group had a productive meeting with the Schumer/Pelosi representatives today. Many details of Border Security were discussed. We are now planning a Steel Barrier rather than concrete. It is both stronger & less obtrusive. Good solution, and made in the U.S.A."
1097839397758795778,2019-02-19 20:44,immigration,"As I predicted, 16 cities, led mostly by Open Border Democrats and the Radical Left, have filed a lawsuit in, of course, the 9th Circuit! California, the state that has wasted billions of dollars on their out of control Fast Train, with no hope of completion, seems in charge!"
1111355230573211650,2019-03-29 03:51,immigration,"We have a National Emergency at our Southern Border. The Dems refuse to do what they know is necessary - amend our immigration laws. Would immediately solve the problem! Mexico, with the strongest immigration laws in the World, refuses to help with illegal immigration & drugs!"
1179189266234167297,2019-10-02 08:20,other,The Greatest Witch Hunt in the history of our Country! https://t.co/7moLU6UTcE
1127755538765438977,2019-05-13 10:00,other,....overthrow the President through an illegal coup.” (Recommended by previous DOJ) @TomFitton @JudicialWatch
1083356326833602561,2019-01-10 21:34,immigration,"There is GREAT unity with the Republicans in the House and Senate, despite the Fake News Media working in overdrive to make the story look otherwise. The Opposition Party & the Dems know we must have Strong Border Security, but don’t want to give “Trump” another one of many wins!"
1167037101038342146,2019-08-29 19:31,other,"Crazy Lawrence O’Donnell, who has been calling me wrong from even before I announced my run for the Presidency, even being previously forced by NBC to apologize, which he did while crying, for things he said about me & The Apprentice, was again forced to apologize, this time....."
1087700192864944128,2019-01-22 21:15,other,"FBI top lawyer confirms “unusual steps.” They relied on the Clinton Campaign’s Fake & Unverified “Dossier,” which is illegal. “That has corrupted them. That has enabled them to gather evidence by UNCONSTITUTIONAL MEANS, and that’s what they did to the President.” Judge Napolitano"
1115802105057562634,2019-04-10 10:22,immigration,"Everybody is now acknowledging that, right from the time I announced my run for President, I was 100% correct on the Border. Remember the heat I took? Democrats should now get rid of the loopholes. The Border is being fixed. Mexico will not let people through!"
1094990198507819008,2019-02-12 00:03,immigration,Will be heading to El Paso very soon. Big speech on Border Security and much else tonight. Tremendous crowd! See you later!
1180836514743357440,2019-10-06 21:25,other,"The Democrats are lucky that they don’t have any Mitt Romney types. They may be lousy politicians, with really bad policies (Open Borders, Sanctuary Cities etc.), but they stick together!"
1081528502602612736,2019-01-05 20:31,immigration,"Great support coming from all sides for Border Security (including Wall) on our very dangerous Southern Border. Teams negotiating this weekend! Washington Post and NBC reporting of events, including Fake sources, has been very inaccurate (to put it mildly)!"
1180117361380200448,2019-10-04 21:47,other,"“The witness was asked at least 20 times, and there definitely was no Quid Pro Quo.”  @RepMarkMeadows @FoxNews  Their whole case was built around this, now they no longer mention!"
1171074780566622208,2019-09-09 22:55,other,"The Trump Administration has achieved more in the first 2 1/2 years of its existence than perhaps any administration in the history of our Country. We get ZERO media credit for what we have done, and are doing, but the people know, and that’s all that is important!"
1083540470570143750,2019-01-11 09:45,other,Will be interviewed at the Border by @seanhannity on @FoxNews tonight at 9:00. Enjoy!
1138040393033895936,2019-06-10 19:09,immigration,"When will the Failing New York Times admit that their front page story on the  the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me, something that has been going on since the first day I announced for the presidency! Sick Journalism"
1185899575669919745,2019-10-20 20:44,immigration,The WALL is making a very big difference. Even Dems in area are happy! https://t.co/NDzq2oIsHV
1146016073600372736,2019-07-02 19:21,other,"People are fleeing New York like never before. If they own a business, they are twice as likely to flee. And if they are a victim of harassment by the A.G. of the state, like what they are doing to our great NRA, which I think will move quickly to Texas, where they are loved....."
1117218059738079233,2019-04-14 08:08,immigration,"Democrats must change the Immigration Laws FAST. If not, Sanctuary Cities must immediately ACT to take care of the Illegal Immigrants - and this includes Gang Members, Drug Dealers, Human Traffickers, and Criminals of all shapes, sizes and kinds. CHANGE THE LAWS NOW!"
1087159116538228736,2019-01-21 09:25,immigration,"To all of the great people who are working so hard for your Country and not getting paid I say, THANK YOU - YOU ARE GREAT PATRIOTS! We must now work together, after decades of abuse, to finally fix the Humanitarian, Criminal & Drug Crisis at our Border. WE WILL WIN BIG!"
1207292709230325760,2019-12-18 07:33,other,Sean P is a much stronger candidate!https://twitter.com/dbongino/status/1207076232849960960 …
1130183995587813383,2019-05-20 02:50,other,Watched some of the Fake News Political Shows this morning and continue to be amazed at how every question is asked in the most negative way. The Mainstream Media should be ashamed of itself - But the good news is that the USA is wise to your game of dishonesty and deception!
1126625647214964737,2019-05-10 07:11,other,"House Republicans should not vote for the BAD DEMOCRAT Disaster Supplemental Bill which hurts our States, Farmers & Border Security. Up for vote tomorrow. We want to do much better than this. All sides keep working and send a good BILL for immediate signing!"
1120320642686038016,2019-04-22 21:37,other,Saudi Arabia and others in OPEC will more than make up the Oil Flow difference in our now Full Sanctions on Iranian Oil. Iran is being given VERY BAD advice by @JohnKerry and people who helped him lead the U.S. into the very bad Iran Nuclear Deal. Big violation of Logan Act?
1155223906959147008,2019-07-28 05:10,immigration,"Democrats don’t care about Border Security. They refuse to give the votes necessary to fix the Loopholes and Asylum. Would be so easy! They want Open Borders, which means CRIME,CRIME,CRIME!"
1149345680189722630,2019-07-11 10:52,other,"...The Fake News is not as important, or as powerful, as Social Media. They have lost tremendous credibility since that day in November, 2016, that I came down the escalator with the person who was to become your future First Lady. When I ultimately leave office in six..."
1171013146078777344,2019-09-09 18:51,immigration,"North Carolina, vote for Dan Bishop tomorrow. We need him badly in Washington! His opponent is a far left Sanctuary Cities supporter."
1149282144411377664,2019-07-11 19:39,other,"“Nearly one million more blacks and two million more Hispanics are employed than when Barrack Obama left office, and minorities account for more than half of all new jobs created during the Trump Presidency. Unemployment among black women has hovered near 5% for the last six....."
1113091756130742273,2019-04-02 22:52,immigration,"“I haven’t seen any Democrats down here at the Border working with us or asking to speak to any of us. They have an open invitation. We are getting overrun, our facilities are overcapacity. We are at an emergency crisis.” Art Del Cueto, National Border Patrol Council."
1102661631568461824,2019-03-05 04:06,other,"“Now that the Dems are going to try & switch from Collusion to some other reason, it makes them continue to look like sore losers who didn’t accept the WILL OF THE PEOPLE in the last election - they will do anything to get rid of the President.” @AriFleischer It will never work!"
1186114296524267520,2019-10-21 10:57,other,"Thank you John, so nice! https://t.co/OgNZ4kvFT1"
1153126580652318720,2019-07-22 10:16,immigration,"....Based on the comments made by Senator Schumer, he must have seen how dangerous & bad for our Country the Border is. It is not a “manufactured crisis,” as the Fake News Media & their Democrat partners tried to portray. He said he wants to meet. I will set up a meeting ASAP!"
1105805989545021440,2019-03-13 20:21,other,"The just revealed FBI Agent Lisa Page transcripts make the Obama Justice Department look exactly like it was, a broken and corrupt machine. Hopefully, justice will finally be served. Much more to come!"
1107253742271901696,2019-03-17 20:13,other,"....Should Federal Election Commission and/or FCC look into this? There must be Collusion with the Democrats and, of course, Russia! Such one sided media coverage, most of it Fake News. Hard to believe I won and am winning. Approval Rating 52%, 93% with Republicans. Sorry!  #MAGA"
1167651639806898176,2019-08-31 12:13,other,"I am monitoring Hurricane Dorian and receiving frequent briefings and updates. It is important to heed the directions of your State and Local Officials. This is an extremely dangerous storm, please prepare and be safe! @FEMA @NWS @NOAA @Readygov @FLSERT https://t.co/Fee9EB1wQk"
1204782262912503808,2019-12-11 23:17,other,"Wow! All of our priorities have made it into the final NDAA: Pay Raise for our Troops, Rebuilding our Military, Paid Parental Leave, Border Security, and Space Force! Congress – don’t delay this anymore! I will sign this historic defense legislation immediately!"
1174696521914339328,2019-09-19 22:47,other,"....Knowing all of this, is anybody dumb enough to believe that I would say something inappropriate with a foreign leader while on such a potentially “heavily populated” call. I would only do what is right anyway, and only do good for the USA!"
1134206851174862856,2019-05-31 05:16,immigration,"Yesterday, Border Patrol agents apprehended the largest group of illegal aliens ever: 1,036 people who illegally crossed the border in El Paso around 4am. Democrats need to stand by our incredible Border Patrol and finally fix the loopholes at our Border! https://t.co/6K1rIUzorM"
1126834718316683265,2019-05-10 21:01,other,"Great Consumer Price Index just out. Really good, very low inflation! We have a great chance to “really rock!” Good numbers all around."
1171642393583656961,2019-09-11 12:31,other,Alice @alicetweet Stewart: Thank you for the nice words while on @CNN concerning the TWO big Republican Congressional victories. You’d be great on a network with much higher ratings. Keep up the good work!
1146016074384773120,2019-07-02 19:21,other,"...Texas will defend them & indemnify them against political harassment by New York State and Governor Cuomo. So many people are leaving New York for Texas and Florida that it is totally under siege. First New York taxes you too high, then they sue you, just to complete the job"
1141445414824136704,2019-06-20 04:39,other,"Just returning from Orlando and Doral (Miami), Florida, and heading to the Oval Office, where I will present the great Economist, Dr. Arthur Laffer, with the Presidential Medal of Freedom."
1182865849851338753,2019-10-12 11:49,other,"LOUISIANA — Tomorrow, you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor! Get out and vote for either @DocAbraham or @EddieRispone (BOTH GREAT)! https://t.co/Qyu6z9nZXr"
1172520695605207041,2019-09-13 09:41,immigration,"Illegal Immigration costs the USA over 300 Billion Dollars a year. There is no reason for this, and things are being set in motion to have this number come WAY DOWN. Democrats could end Loopholes and it would be a whole lot easier, and faster. But it will all happen anyway!...."
1195360243708047366,2019-11-15 09:17,other,"Another Record Stock Market, 21 times this year, despite an ongoing, & totally unfounded, Witch Hunt, & a Democrat Party that would love to see a nice, big, juicy recession. In actuality, the potential for the United States is unlimited. We will power through the Do Nothing Dems!"
1181940394604535809,2019-10-09 22:32,immigration,"....DACA stand, with all of its negative legal implications, the Republicans and Democrats will have a DEAL to let them stay in our Country, in very short order. It would actually benefit DACA, and be done the right way!"
1175923717534150656,2019-09-23 08:03,other,"..Breaking News: The Ukrainian Government just said they weren’t pressured at all during the “nice” call. Sleepy Joe Biden, on the other hand, forced a tough prosecutor out from investigating his son’s company by threat of not giving big dollars to Ukraine. That’s the real story!"
1138434259637690375,2019-06-11 21:14,other,"....If Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar, except they devalue currency and subsidize companies to lessen effect of 25% Tariff. So far, little effect to consumer. Companies will relocate to U.S."
